instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1650,2011-03-14,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0,88
1651,2011-03-14,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,241
1652,2011-03-14,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,140
1653,2011-03-14,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,84
1654,2011-03-14,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,71
1655,2011-03-14,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0,94
1656,2011-03-14,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,75
1657,2011-03-14,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0,79
1658,2011-03-14,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,101
1659,2011-03-14,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,107
1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,271
1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,235
1662,2011-03-14,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,150
1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,129
1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63
1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47
1666,2011-03-14,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0,19
1667,2011-03-15,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0,14
1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,10
1669,2011-03-15,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,3
1670,2011-03-15,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,2
1671,2011-03-15,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194,11
1672,2011-03-15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,35
1673,2011-03-15,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,119
1674,2011-03-15,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,282
1675,2011-03-15,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0,157
1676,2011-03-15,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,78
1677,2011-03-15,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78
1678,2011-03-15,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,102
1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,97
1680,2011-03-15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,88
1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,90
1682,2011-03-15,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,114
1683,2011-03-15,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,217
1684,2011-03-15,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,225
1685,2011-03-15,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,152
1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,88
1687,2011-03-15,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,55
1688,2011-03-15,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,21
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18
1690,2011-03-16,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,8
1691,2011-03-16,1,0,3,1,0,3,1,3,0.3,0.2727,1,0.2985,3
1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,1,0.2239,3
1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,1
1694,2011-03-16,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,3
1695,2011-03-16,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,31
1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,111
1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0,253
1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,154
1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,68
1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,75
1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,88
1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,99
1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,100
1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,101
1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,151
1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,237
1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,168
1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,121
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,59
1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,27
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,23
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,8
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,2
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,3
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,51
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,299
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,185
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,86
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,105
1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,111
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,125
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,142
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,313
1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,310
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,207
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,137
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,138
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,87
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,50
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,29
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,16
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,14
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,5
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,10
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,36
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,123
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,117
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,159
1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,195
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,174
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,173
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,204
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,332
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,331
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,149
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,118
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,76
1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,51
1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,25
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,3
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,2
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,10
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,76
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,140
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,196
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,267
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,301
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,312
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,313
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,304
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,278
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,217
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,154
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,108
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,93
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,72
1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,50
2068,2011-04-01,2,0,4,0,0,5,1,3,0.26,0.2576,1,0.1642,6
2069,2011-04-01,2,0,4,1,0,5,1,3,0.26,0.2576,1,0.1642,4
2070,2011-04-01,2,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,7
2071,2011-04-01,2,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,4
2072,2011-04-01,2,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,3
2073,2011-04-01,2,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,12
2074,2011-04-01,2,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,28
2075,2011-04-01,2,0,4,7,0,5,1,3,0.24,0.2424,0.93,0,95
2076,2011-04-01,2,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,206
2077,2011-04-01,2,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,173
2078,2011-04-01,2,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,75
2079,2011-04-01,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,89
2080,2011-04-01,2,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,95
2081,2011-04-01,2,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,110
2082,2011-04-01,2,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,87
2083,2011-04-01,2,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,111
2084,2011-04-01,2,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,167
2085,2011-04-01,2,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,281
2086,2011-04-01,2,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,241
2087,2011-04-01,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,136
2088,2011-04-01,2,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,77
2089,2011-04-01,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,93
2090,2011-04-01,2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,74
2091,2011-04-01,2,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,53
2092,2011-04-02,2,0,4,0,0,6,0,2,0.3,0.3333,0.61,0,32
2093,2011-04-02,2,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,32
2094,2011-04-02,2,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,21
2095,2011-04-02,2,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,9
2096,2011-04-02,2,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,5
2097,2011-04-02,2,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,5
2098,2011-04-02,2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,12
2099,2011-04-02,2,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,18
2100,2011-04-02,2,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,55
2101,2011-04-02,2,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,87
2102,2011-04-02,2,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,154
2103,2011-04-02,2,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,198
2104,2011-04-02,2,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,184
2105,2011-04-02,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,137
2106,2011-04-02,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,190
2107,2011-04-02,2,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,136
2108,2011-04-02,2,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,196
2109,2011-04-02,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,184
2110,2011-04-02,2,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,179
2111,2011-04-02,2,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,148
2112,2011-04-02,2,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,85
2113,2011-04-02,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,77
2114,2011-04-02,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,55
2115,2011-04-02,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,53
2116,2011-04-03,2,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,39
2117,2011-04-03,2,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,34
2118,2011-04-03,2,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,24
2119,2011-04-03,2,0,4,3,0,0,0,1,0.3,0.3333,0.61,0,11
2120,2011-04-03,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3
2121,2011-04-03,2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,5
2122,2011-04-03,2,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,33
2123,2011-04-03,2,0,4,7,0,0,0,1,0.32,0.303,0.57,0.2239,33
2124,2011-04-03,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,62
2125,2011-04-03,2,0,4,9,0,0,0,1,0.36,0.3182,0.5,0.4925,142
2126,2011-04-03,2,0,4,10,0,0,0,1,0.4,0.4091,0.43,0.4179,215
2127,2011-04-03,2,0,4,11,0,0,0,1,0.42,0.4242,0.41,0.2537,243
2128,2011-04-03,2,0,4,12,0,0,0,1,0.44,0.4394,0.38,0.2836,313
2129,2011-04-03,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,367
2130,2011-04-03,2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,349
2131,2011-04-03,2,0,4,15,0,0,0,2,0.46,0.4545,0.33,0,292
2132,2011-04-03,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,303
2133,2011-04-03,2,0,4,17,0,0,0,2,0.46,0.4545,0.28,0.1343,274
2134,2011-04-03,2,0,4,18,0,0,0,2,0.46,0.4545,0.31,0,172
2135,2011-04-03,2,0,4,19,0,0,0,2,0.42,0.4242,0.44,0.194,144
2136,2011-04-03,2,0,4,20,0,0,0,3,0.42,0.4242,0.41,0.2239,79
2137,2011-04-03,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,45
2138,2011-04-03,2,0,4,22,0,0,0,1,0.4,0.4091,0.43,0.1045,36
2139,2011-04-03,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,31
2140,2011-04-04,2,0,4,0,0,1,1,1,0.4,0.4091,0.5,0.2239,6
2141,2011-04-04,2,0,4,1,0,1,1,1,0.4,0.4091,0.56,0.3582,11
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
2143,2011-04-04,2,0,4,3,0,1,1,1,0.38,0.3939,0.66,0.2836,1
2144,2011-04-04,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,2
2145,2011-04-04,2,0,4,5,0,1,1,1,0.4,0.4091,0.62,0.2537,7
2146,2011-04-04,2,0,4,6,0,1,1,1,0.42,0.4242,0.58,0.2836,46
2147,2011-04-04,2,0,4,7,0,1,1,2,0.44,0.4394,0.54,0.2537,157
2148,2011-04-04,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,339
2149,2011-04-04,2,0,4,9,0,1,1,2,0.5,0.4848,0.51,0.3881,158
2150,2011-04-04,2,0,4,10,0,1,1,2,0.54,0.5152,0.45,0.3582,90
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,0.6212,0.4,0.3881,124
2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,157
2153,2011-04-04,2,0,4,13,0,1,1,1,0.68,0.6364,0.34,0.3284,139
2154,2011-04-04,2,0,4,14,0,1,1,2,0.74,0.6515,0.27,0.4925,123
2155,2011-04-04,2,0,4,15,0,1,1,1,0.76,0.6667,0.23,0.5522,143
2156,2011-04-04,2,0,4,16,0,1,1,1,0.76,0.6515,0.22,0.5224,189
2157,2011-04-04,2,0,4,17,0,1,1,1,0.74,0.6515,0.23,0.6119,366
2158,2011-04-04,2,0,4,18,0,1,1,2,0.72,0.6364,0.23,0.4925,386
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,278
2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,0.6364,0.24,0.5522,173
2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,95
2162,2011-04-04,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,75
2163,2011-04-04,2,0,4,23,0,1,1,2,0.64,0.6212,0.47,0.2239,48
2164,2011-04-05,2,0,4,0,0,2,1,1,0.62,0.6212,0.5,0.1045,22
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,0.6212,0.57,0.4179,15
2166,2011-04-05,2,0,4,2,0,2,1,2,0.54,0.5152,0.73,0.3284,5
2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,0.5152,0.73,0.3284,4
2168,2011-04-05,2,0,4,4,0,2,1,3,0.5,0.4848,0.88,0.4925,2
2169,2011-04-05,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,5
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,0.4697,0.88,0.3284,38
2171,2011-04-05,2,0,4,7,0,2,1,2,0.48,0.4697,0.88,0.3284,134
2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,0.3939,0.87,0.5821,157
2173,2011-04-05,2,0,4,9,0,2,1,3,0.36,0.3182,0.87,0.4925,46
2174,2011-04-05,2,0,4,10,0,2,1,3,0.34,0.303,0.81,0.3881,28
2175,2011-04-05,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,19
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,0.303,0.71,0.3881,38
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,0.3333,0.63,0.4179,56
2178,2011-04-05,2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,76
2179,2011-04-05,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,68
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,130
2181,2011-04-05,2,0,4,17,0,2,1,1,0.42,0.4242,0.38,0.4179,273
2182,2011-04-05,2,0,4,18,0,2,1,1,0.38,0.3939,0.4,0.4925,267
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,160
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,91
2185,2011-04-05,2,0,4,21,0,2,1,1,0.34,0.2879,0.46,0.5224,89
2186,2011-04-05,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,46
2187,2011-04-05,2,0,4,23,0,2,1,1,0.3,0.2879,0.49,0.2836,26
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,15
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,0.2727,0.6,0.1343,2
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,5
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,0.2727,0.6,0.1343,4
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,0.2424,0.65,0.1343,1
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,0.2576,0.7,0.1045,13
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,0.2576,0.7,0.1045,56
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,0.2727,0.65,0.1045,133
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,0.303,0.61,0.2239,325
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,0.3333,0.46,0.2537,165
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,0.4091,0.37,0.3881,69
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,0.4242,0.38,0.3881,93
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,0.4394,0.41,0.2537,134
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,0.4545,0.38,0.4925,112
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,115
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,0.5,0.32,0.3284,117
2204,2011-04-06,2,0,4,16,0,3,1,1,0.54,0.5152,0.28,0.4179,169
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,356
2206,2011-04-06,2,0,4,18,0,3,1,1,0.52,0.5,0.29,0.3582,325
2207,2011-04-06,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,232
2208,2011-04-06,2,0,4,20,0,3,1,1,0.46,0.4545,0.51,0.2239,141
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,0.4545,0.41,0.2836,102
2210,2011-04-06,2,0,4,22,0,3,1,1,0.46,0.4545,0.41,0.2836,84
2211,2011-04-06,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,40
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,0.4545,0.41,0.2836,20
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,0.4242,0.47,0.1343,13
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,0.4242,0.54,0,7
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,3
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,0.3333,0.76,0.194,1
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,0.3182,0.76,0.2239,6
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,0.303,0.81,0.2537,64
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,160
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,0.3485,0.76,0.194,314
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,0.4091,0.66,0.1343,170
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,0.4242,0.67,0.1045,95
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,0.4545,0.55,0,122
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0,153
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,0.5,0.48,0.0896,135
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,0.5303,0.43,0.0896,157
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,160
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0,213
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,343
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,333
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,226
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,203
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,108
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,81
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,54
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,25
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,9
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,13
